245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Prevalence and mechanisms of antibiotic resistance in oral bacteria /"		"by Darcie Elizabeth Roe."	"Roe, Darcie Elizabeth."	"Ph. D."	"University of Washington"	"1996"	"971110s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 177 leaves :"		"http://hdl.handle.net/1773/9310"	"37916204"
"Coprodiagnosis of Giardia lamblia :"	"isolation and identification of a Giardia-specific stool antigen /"	"by John David Rosoff."	"Rosoff, John David."	"M.S."	"University of Washington"	"1985"	"851220s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"30 leaves :"			"12939655"
"Pneumococcal disease in Alaska :"	"characterization of a novel multidrug resistant clone /"	"Karen Marie Rudolph-Pfau."	"Rudolph-Pfau, Karen Marie."	"Ph. D."	"University of Washington"	"2000"	"010723s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 185 leaves :"			"47632604"
"The role of the Candida albicans unusual mating cycle in the development of azole resistance /"		"Tige Rustad."	"Rustad, Tige,1973-"	"Ph. D."	"University of Washington"	"2003"	"040625s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 127 leaves :"			"55741235"
"Biochemical and immunological analysis of amino acid metabolism in the Mycoplasmatales /"		"by Karen Ellen Sjöström."	"Sjöström, Karen Ellen."	"Ph. D."	"University of Washington"	"1990"	"910923s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 93 leaves :"			"24437635"
"Examination of the regulation of gap junction communication and connexin 43 phosphorylation during the cell cycle /"		"Joell L. Solan."	"Solan, Joell L."	"Ph. D."	"University of Washington"	"2002"	"030620s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 120 leaves :"		"http://hdl.handle.net/1773/9292;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3072140"	"52474222"
"Molecular analysis of ergosterol and prenylation pathways in Candida albicans /"		"Jia Ling Song."	"Song, Jia Ling."	"Ph. D."	"University of Washington"	"2002"	"030409s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 177 leaves :"			"52007748"
"Identification of two distinct lineages of macaque gamma-2 herpesviruses /"		"Kurt B. Strand."	"Strand, Kurt B."	"Ph. D."	"University of Washington"	"2002"	"021010s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 234 leaves :"		"http://hdl.handle.net/1773/9309"	"50765611"
"Biosynthesis and characterization of a tumor-associated Lewis a/Lewis x hybrid Glycosphingolipid defined by monoclonal antibody NCC-ST-421 /"		"by Mark Stroud."	"Stroud, Mark."	"M.S."	"University of Washington"	"1990"	"910325s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 37 leaves :"			"23292589"
"Biosynthesis and structural characterization of extended type-1 chain tumor-associated glycosphingolipids /"		"by Mark R. Stroud."	"Stroud, Mark R.(Markus Richard),1960-"	"Ph. D."	"University of Washington"	"1993"	"940228s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 103 leaves :"			"29883831"
