245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The effects of arterial baroreceptor denervation on the cardiovascular response to dynamic exercise /"		"by Jeffrey Laurence Ardell."	"Ardell, Jeffrey Laurence."	"Ph. D."	"University of Washington"	"1980"	"810109s1980\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 127 leaves, 21 unnumbered leaves of plates :"			"7054155"
"Vasoconstrictor action of angiotensin II during hypotensive hemorrhage in baroreceptor-denervated dogs /"		"by David B. Averill."	"Averill, David B."	"Ph. D."	"University of Washington"	"1981"	"810728s1981\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 169 leaves :"			"7623115"
"Characterization of a novel model of muscle plasticity :"	"stimulation-induced fiber transformation in an isolated fast skeletal muscle /"	"by Elisabeth R. Barton-Davis."	"Barton-Davis, Elisabeth R."	"Ph. D."	"University of Washington"	"1996"	"970721s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 90 leaves :"		"http://hdl.handle.net/1773/10543"	"37328215"
"Pressure-flow hysteresis in the pulmonary vasculature /"		"by Kenneth Charles Beck."	"Beck, Kenneth Charles."		"University of Washington"		"801106s1980\\\\xx\af\\\\bm\\\000\0\eng\d"	"vi, 86 leaves, 25 unnumbered leaves of plates :"			"6906266"
"New stimulators and a new mechanism of regulated secretion in pituitary gonadotropes /"		"by Julia Billiard."	"Billiard, Julia,1967-"	"Ph. D."	"University of Washington"	"1997"	"970923s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 88 leaves :"		"http://hdl.handle.net/1773/10544"	"37671767"
"Modifications of potassium channels in skeletal muscle by low pH and chemical modifiers /"		"by Andrew Louis Blatz."	"Blatz, Andrew Louis."	"Ph. D."	"University of Washington"	"1982"	"820409s1982\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 94 leaves, 11 unnumbered leaves of plates :"			"8324734"
"Power spectral characterization of the light-sensitive channel of retinal rods from patch clamp recordings /"		"by Rodger Dante Bodoia."	"Bodoia, Rodger Dante."	"Ph. D."	"University of Washington"	"1985"	"850702s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 113 leaves :"			"12224966"
"Insulin-induced muscle membrane changes in a rat model for hypokalemic periodic paralysis /"		"by Eleanor Frank Bond."	"Bond, Eleanor Frank."	"Ph. D."	"University of Washington"	"1985"	"851218s1985\\\\xx\af\\\\bm\\\000\0\eng\d"	"vi, 95 leaves, 16 unnumbered leaves of plates :"			"12930521"
"Somatostatinergic neurons and mossy cells of the dentate hilus /"		"by Paul Scott Buckmaster."	"Buckmaster, Paul Scott."	"Ph. D."	"University of Washington"	"1992"	"930503s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 118 leaves :"			"28034240"
"Sodium and potassium pump site localization in the inner ear of the frog /"		"by Jane Arlette Burnham."	"Burnham, Jane Arlette."	"Ph. D."	"University of Washington"	"1982"	"830310s1982\\\\xx\af\\\\bm\\\000\0\eng\d"	"ix, 137 leaves, 30 unnumbered leaves of plates :"			"9299249"
"The regulation of neuroendocrine genes governing growth hormone /"		"by Kimberly Ann Burton."	"Burton, Kimberly Ann,1963-"	"Ph. D."	"University of Washington"	"1994"	"940713s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 228 leaves :"			"30758362"
