245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"An immunochemical and electrophoretic study of the isozymes of phosphofructokinase,"		"by Gordon Kennedy Davis, Jr."	"Davis, Gordon Kennedy."	"M.S."	"University of Washington"		"890616s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"39 leaves"			"19880616"
"An antibody assay for the detection of alcohol dehydrogenase messenger RNA from the yeast, Saccharomyces cerevisiae, in a cell-free translation system."			"Denis, Clyde Louis."	"M.S."	"University of Washington"		"890506s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"53 leaves"			"19668065"
"Isolation, characterization, and activation of human factor IX and human factor X."			"DiScipio, Richard George."	"Ph. D."	"University of Washington"		"890506s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"140 leaves"			"19668078"
"Isolation and partial characterization of an alkaline protease from rat skeletal muscle /"		"Michael Thomas Everitt."	"Everitt, Michael Thomas."	"M.S."	"University of Washington"		"890516s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"74 leaves :"			"19712733"
"The caulobacter erescentus nucleoid /"		"by Marian Queen Evinger."	"Evinger, Marian Queen."		"University of Washington"		"890526s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 138 leaves :"			"19768723"
"Histone genes in development and evolution,"		"by Margaret Nabours Farquhar."	"Farquhar, Margaret Ellen Nabours,1938-"	"Ph. D."	"University of Washington"		"890526s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"109 leaves"			"19768805"
"Accumulation of polyamines during lymphocyte transformation"	"an analysis of its relation to nucleic acid synthesis and accumulation."		"Fillingame, Robert H."	"Ph. D."	"University of Washington"		"890506s1973\\\\xx\a\\\\\bm\\\000\0\eng\d"	"131 leaves"			"19668060"
"Fertilization-associated activation of a peroxidatic system from eggs of the sea urchin, Strongylocentrotus purpuratus /"		"Charles Arthur Foerder."	"Foerder, Charles Arthur."	"Ph. D."	"University of Washington"		"890530s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"109 leaves :"			"19781302"
"Translation of polyriboadenylic [Poly(A)] - enriched messenger RNA's from the yeast, Saccharomyces cerevisiae, in homologous and heterologous cell-free systems."			"Gallis, Byron M."	"Ph. D."	"University of Washington"		"890526s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19769064"
"Colchicine binding activity of brain particulate fraction and the reaction between colchicine and tubulin."			"Garland, Donita Louise."	"Ph. D."	"University of Washington"		"890526s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"139 leaves"			"19768986"
