245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Dynamic heavy ions and magnetic reconnection at Mercury and Saturn /"		"Ariah R. Kidder."	"Kidder, Ariah R."	"Ph. D."	"University of Washington"	"2011"	"120207s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 115 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3485505"	"775519366"
"The co-evolution of life and the nitrogen cycle on the early Earth /"		"Matthew C. Koehler."	"Koehler, Matthew C.,author.http://www.wikidata.org/entity/Q106149524"	"Ph. D."	"University of Washington"	"2018."	"190124t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (xvi, 191 pages) :"	"Buick, Roger,degree supervisor."	"http://hdl.handle.net/1773/42868"	"1083267229"
"Energetic particle precipitation effects on the electrodynamics of the coupled magnetosphere-ionosphere-atmosphere /"		"Michael Kokorowski."	"Kokorowski, Michael."	"Ph. D."	"University of Washington"	"2008"	"090803s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 233 pages :"			"428994084"
"Inferring histories of accumulation rate, ice thickness, and ice flow from internal layers in glaciers and ice sheets /"		"Michelle R. Koutnik."	"Koutnik, Michelle R."	"Ph. D."	"University of Washington"	"2009"	"100528s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 294 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3393960"	"632338923"
"Advances in reconstructing past atmospheric oxidation chemistry using the oxygen isotope composition of nitrate and sulfate in ice cores /"		"Shelley A. Kunasek."	"Kunasek, Shelley A."	"Ph. D."	"University of Washington"	"2009"	"100528s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 137 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3393959"	"632430003"
"The persistence of rapid exhumation in the eastern Himalayan syntaxis /"		"Karl A. Lang."	"Lang, Karl A.,author."	"Ph. D."	"University of Washington"	"2014"	"150123t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (345 pages) :"	"Huntington, Katharine W.,degree supervisor."	"http://hdl.handle.net/1773/26012"	"900647424"
"Hillslope erosion and weathering rates in Earth's most rapidly uplifting mountains /"		"Isaac James Larsen."	"Larsen, Isaac James,author."	"Ph. D."	"University of Washington"	"2013."	"140627t20132013wauab\\\obm\\s000\0\eng\d"	"1 online resource (iv, 128 pages) :"	"Montgomery, David R.,1961-degree supervisor."	"http://hdl.handle.net/1773/25010"	"881852888"
"Thermal regime and sublimation rates of subsurface ice in Antarctica and on Mars under current and past environmental conditions :"	"insights from modeling and ground data /"	"Lu Liu."	"Liu, Lu,1985-author."	"Ph. D."	"University of Washington"	"2015"	"151130t20152015wauab\\\obm\\s000\0\eng\d"	"1 online resource (xiv, 140 pages) :"	"Sletten, Ronald S.,degree supervisor."	"http://hdl.handle.net/1773/33412"	"930616255"
"Bridging seismology and geomorphology :"	"investigations of the 2006 and 2007 Kuril Island tsunamis /"	"Breanyn Tiel MacInnes."	"MacInnes, Breanyn Tiel."	"Ph. D."	"University of Washington"	"2010"	"110621s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 177 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3443165"	"732127716"
"Climate dynamics revealed in ice cores :"	"advances in techniques, theory, and interpretation /"	"Bradley Ross Markle"	"Markle, Bradley Ross,author."	"Ph. D."	"University of Washington"	"2017"	"171116t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (iii, 208) :"	"Steig, Eric J.,degree supervisor."	"http://hdl.handle.net/1773/40391"	"1011688382"
"Coastal marsh stratigraphy as an indicator of past earthquakes, Puget Lowland, Washington State /"		"Maria Elizabeth Martin."	"Martin, Maria Elizabeth."	"Ph. D."	"University of Washington"	"2011"	"110721s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 186 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3452716"	"741987507"
